"ID","Label","type"
"Kenneth_de_Coorcy","Kenneth_de_Coorcy","author"
"Lebedev-kumach，V.","Lebedev-kumach，V.","author"
"Maurice_Hinbu","Maurice_Hinbu","author"
"Mewhinnie","Mewhinnie","author"
"Milner，I.","Milner，I.","author"
"Mokrousov，B.","Mokrousov，B.","author"
"Pen","Pen","author"
"Phillis_Bentley","Phillis_Bentley","author"
"Richard_D._Moalar","Richard_D._Moalar","author"
"Stantey_Barnes","Stantey_Barnes","author"
"__塞鲁","__塞鲁","author"
"一学生","一学生","author"
"一民","一民","author"
"一生","一生","author"
"一记者","一记者","author"
"丁一","丁一","author"
"丁易","丁易","author"
"丁波","丁波","author"
"丁玲","丁玲","author"
"丁聪","丁聪","author"
"丁西林","丁西林","author"
"万昭__","万昭__","author"
"万歌","万歌","author"
"万英","万英","author"
"不耳","不耳","author"
"丘八大","丘八大","author"
"东方晦之","东方晦之","author"
"严亚明","严亚明","author"
"严信民","严信民","author"
"严克","严克","author"
"严奇","严奇","author"
"严延","严延","author"
"严景矅","严景矅","author"
"丹尼尔","丹尼尔","author"
"乔木","乔木","author"
"乔治六世","乔治六世","author"
"乔治高","乔治高","author"
"于右任","于右任","author"
"于彦胜","于彦胜","author"
"于斌","于斌","author"
"于殷","于殷","author"
"于蒪","于蒪","author"
"云中","云中","author"
"云彬","云彬","author"
"亚槐","亚槐","author"
"仁荪","仁荪","author"
"以君","以君","author"
"任华","任华","author"
"任四维","任四维","author"
"伊凡诺夫","伊凡诺夫","author"
"伊利奥特","伊利奥特","author"
"伊古斯","伊古斯","author"
"伍同伐","伍同伐","author"
"伍启元","伍启元","author"
"伏冷斯基","伏冷斯基","author"
"伏斯克列兴斯基","伏斯克列兴斯基","author"
"伏斯克列辛斯基","伏斯克列辛斯基","author"
"伯伟","伯伟","author"
"伯华","伯华","author"
"伯韩","伯韩","author"
"何其芳","何其芳","author"
"何应钦","何应钦","author"
"何惧","何惧","author"
"何成濬","何成濬","author"
"何方","何方","author"
"何满子","何满子","author"
"何达","何达","author"
"余伯约","余伯约","author"
"余剡溪","余剡溪","author"
"余所亚","余所亚","author"
"余林","余林","author"
"侯外卢","侯外卢","author"
"侯外庐","侯外庐","author"
"俊生","俊生","author"
"保波雪夫斯基","保波雪夫斯基","author"
"俞焕文","俞焕文","author"
"傅彬然","傅彬然","author"
"傅雷","傅雷","author"
"光涛","光涛","author"
"克士","克士","author"
"克拉伊诺夫","克拉伊诺夫","author"
"全杨","全杨","author"
"公健","公健","author"
"公孙未央","公孙未央","author"
"其良","其良","author"
"再生侯北人","再生侯北人","author"
"冯乃超","冯乃超","author"
"冯克","冯克","author"
"冯少山","冯少山","author"
"冯虚","冯虚","author"
"冶人","冶人","author"
"冷红","冷红","author"
"冷遹","冷遹","author"
"冷风","冷风","author"
"凌端仁","凌端仁","author"
"凤子","凤子","author"
"刘增华","刘增华","author"
"刘宝希","刘宝希","author"
"刘尊棋","刘尊棋","author"
"刘清扬","刘清扬","author"
"刘瑞林","刘瑞林","author"
"刘迺诚","刘迺诚","author"
"刘逸","刘逸","author"
"刘铁华","刘铁华","author"
"别斯巴洛夫","别斯巴洛夫","author"
"别赫尔","别赫尔","author"
"力丁","力丁","author"
"力扬","力扬","author"
"加也夫","加也夫","author"
"加聂夫","加聂夫","author"
"励吾","励吾","author"
"劳莹","劳莹","author"
"北人","北人","author"
"匡扶","匡扶","author"
"千里","千里","author"
"华心","华心","author"
"华聚六","华聚六","author"
"华臣","华臣","author"
"华阳","华阳","author"
"卡夫达诺夫","卡夫达诺夫","author"
"卡拉华叶娃","卡拉华叶娃","author"
"卢剑公","卢剑公","author"
"卢铎","卢铎","author"
"友非","友非","author"
"反对内战","反对内战","author"
"叔伟","叔伟","author"
"古柏","古柏","author"
"史国卫","史国卫","author"
"史笃","史笃","author"
"叶君","叶君","author"
"叶圣陶","叶圣陶","author"
"叶尔马萧夫","叶尔马萧夫","author"
"叶帆","叶帆","author"
"叶文雄","叶文雄","author"
"叶理夫","叶理夫","author"
"叶行","叶行","author"
"叶鲁萨里姆斯基","叶鲁萨里姆斯基","author"
"司马星","司马星","author"
"吉人","吉人","author"
"吕剑","吕剑","author"
"吕德润","吕德润","author"
"君山","君山","author"
"吴世昌","吴世昌","author"
"吴大琨","吴大琨","author"
"吴斐丹","吴斐丹","author"
"吴晓","吴晓","author"
"吴清友","吴清友","author"
"吴王琨","吴王琨","author"
"吴磊伯","吴磊伯","author"
"吴祖光","吴祖光","author"
"吴纪","吴纪","author"
"吴育英","吴育英","author"
"吴荣甲","吴荣甲","author"
"吴藻溪","吴藻溪","author"
"吴铁","吴铁","author"
"周予同","周予同","author"
"周伯棣","周伯棣","author"
"周依维","周依维","author"
"周先庚","周先庚","author"
"周振甫","周振甫","author"
"周斧冰","周斧冰","author"
"周新民","周新民","author"
"周波","周波","author"
"周煦良","周煦良","author"
"周知","周知","author"
"周缉熙","周缉熙","author"
"周钢鸣","周钢鸣","author"
"周雍能","周雍能","author"
"味橄","味橄","author"
"唐庆增","唐庆增","author"
"唐弢","唐弢","author"
"唐言","唐言","author"
"坦宁保姆","坦宁保姆","author"
"士伐维奇","士伐维奇","author"
"夏吉洛夫","夏吉洛夫","author"
"夏康农","夏康农","author"
"夏炎德","夏炎德","author"
"夏衍","夏衍","author"
"夏迪蒙","夏迪蒙","author"
"外卢","外卢","author"
"大愿","大愿","author"
"大荒","大荒","author"
"天凡","天凡","author"
"天父","天父","author"
"天顽","天顽","author"
"夷初","夷初","author"
"奥凯","奥凯","author"
"奥歇鲁克","奥歇鲁克","author"
"奴齐","奴齐","author"
"姚苏凤","姚苏凤","author"
"姜亮夫","姜亮夫","author"
"姜庆湘","姜庆湘","author"
"姜鹏翊","姜鹏翊","author"
"娄立齐","娄立齐","author"
"子冈","子冈","author"
"子敬","子敬","author"
"存真","存真","author"
"孙东城","孙东城","author"
"孙亚夫","孙亚夫","author"
"孙本文","孙本文","author"
"孙源","孙源","author"
"孙科","孙科","author"
"孙起孟","孙起孟","author"
"孟心坚","孟心坚","author"
"孟昌","孟昌","author"
"宁墨公","宁墨公","author"
"安约吾","安约吾","author"
"安逸","安逸","author"
"宋兴几","宋兴几","author"
"宋秉恒","宋秉恒","author"
"宣谛之","宣谛之","author"
"宦乡","宦乡","author"
"宧乡","宧乡","author"
"寿生","寿生","author"
"尊立","尊立","author"
"小羽","小羽","author"
"少之","少之","author"
"尔咸","尔咸","author"
"尚丁","尚丁","author"
"尚林","尚林","author"
"尚钺","尚钺","author"
"尚铖","尚铖","author"
"尚青禾","尚青禾","author"
"居正","居正","author"
"崔书琴","崔书琴","author"
"崔洁民","崔洁民","author"
"左舜生","左舜生","author"
"巴尔契斯基","巴尔契斯基","author"
"巴金","巴金","author"
"布尔","布尔","author"
"布拉克尼","布拉克尼","author"
"帅曦浓","帅曦浓","author"
"师陀","师陀","author"
"席波夫","席波夫","author"
"平沙","平沙","author"
"庄圻泰","庄圻泰","author"
"庄永","庄永","author"
"库马赤","库马赤","author"
"康斯坦丁诺夫斯基","康斯坦丁诺夫斯基","author"
"康特古柏","康特古柏","author"
"廷霸","廷霸","author"
"张东皋","张东皋","author"
"张东荪","张东荪","author"
"张凤举","张凤举","author"
"张刚","张刚","author"
"张大任","张大任","author"
"张子毅","张子毅","author"
"张宏","张宏","author"
"张庸","张庸","author"
"张德昌","张德昌","author"
"张志让","张志让","author"
"张志龢","张志龢","author"
"张忠建","张忠建","author"
"张恨水","张恨水","author"
"张时俊","张时俊","author"
"张明养","张明养","author"
"张栋举","张栋举","author"
"张树楠","张树楠","author"
"张淦","张淦","author"
"张澜","张澜","author"
"张珏","张珏","author"
"张竞存","张竞存","author"
"张若达","张若达","author"
"张西曼","张西曼","author"
"张超","张超","author"
"张远昕","张远昕","author"
"张雪澄","张雪澄","author"
"张鸿增","张鸿增","author"
"彭健箐","彭健箐","author"
"彭学沛","彭学沛","author"
"彭松","彭松","author"
"彭河清","彭河清","author"
"徐修","徐修","author"
"徐嘉瑞","徐嘉瑞","author"
"徐如免","徐如免","author"
"徐宝理","徐宝理","author"
"徐撤","徐撤","author"
"徐系","徐系","author"
"徐调孚","徐调孚","author"
"徐郎","徐郎","author"
"徐铸成","徐铸成","author"
"德炎","德炎","author"
"悠然","悠然","author"
"戈宝权","戈宝权","author"
"戎戈","戎戈","author"
"成惕轩","成惕轩","author"
"戴寒波","戴寒波","author"
"房龙","房龙","author"
"托尔斯泰","托尔斯泰","author"
"托尔赤诺夫","托尔赤诺夫","author"
"托里亚契","托里亚契","author"
"抱贞","抱贞","author"
"拉铁摩尔","拉铁摩尔","author"
"振寰","振寰","author"
"摩斯","摩斯","author"
"敏之","敏之","author"
"敏茨","敏茨","author"
"文宜","文宜","author"
"斯吉普尼亚克","斯吉普尼亚克","author"
"斯维特洛夫","斯维特洛夫","author"
"斯诺","斯诺","author"
"新武","新武","author"
"新波","新波","author"
"方丁","方丁","author"
"方与严","方与严","author"
"方扬","方扬","author"
"方治平","方治平","author"
"方禺","方禺","author"
"方秋苇","方秋苇","author"
"施佑铭","施佑铭","author"
"施复亮","施复亮","author"
"旺嘉喜","旺嘉喜","author"
"明养","明养","author"
"明子","明子","author"
"易水","易水","author"
"春光","春光","author"
"晓敷","晓敷","author"
"晓歌","晓歌","author"
"晶远","晶远","author"
"曹介植","曹介植","author"
"曹增之","曹增之","author"
"曹樸","曹樸","author"
"曹萝阳","曹萝阳","author"
"曾昭抡","曾昭抡","author"
"曾瑞","曾瑞","author"
"月伶","月伶","author"
"朝华","朝华","author"
"木林","木林","author"
"朱万柏","朱万柏","author"
"朱健飞","朱健飞","author"
"朱声扬","朱声扬","author"
"朱彬元","朱彬元","author"
"朱洗","朱洗","author"
"朱自珍","朱自珍","author"
"李健吾","李健吾","author"
"李兆","李兆","author"
"李兆安","李兆安","author"
"李公朴","李公朴","author"
"李公樸","李公樸","author"
"李凌飞","李凌飞","author"
"李及","李及","author"
"李善卷","李善卷","author"
"李复康","李复康","author"
"李安宅","李安宅","author"
"李宗黄","李宗黄","author"
"李文治","李文治","author"
"李时中","李时中","author"
"李昂季叶夫","李昂季叶夫","author"
"李玄伯","李玄伯","author"
"李由基","李由基","author"
"李翼民","李翼民","author"
"李自强","李自强","author"
"李鼎芳","李鼎芳","author"
"杜宇","杜宇","author"
"杜迈之","杜迈之","author"
"来秋","来秋","author"
"杨伯铎","杨伯铎","author"
"杨佑贤","杨佑贤","author"
"杨作雨","杨作雨","author"
"杨刚","杨刚","author"
"杨动","杨动","author"
"杨卫玉","杨卫玉","author"
"杨学纯","杨学纯","author"
"杨宗亿","杨宗亿","author"
"杨愚","杨愚","author"
"杨桂香","杨桂香","author"
"杨穗","杨穗","author"
"杨育良","杨育良","author"
"杨荣国","杨荣国","author"
"杨蔚","杨蔚","author"
"杨霁云","杨霁云","author"
"杭勤斯","杭勤斯","author"
"杰尔札文","杰尔札文","author"
"杰拉斯","杰拉斯","author"
"林彬","林彬","author"
"林松","林松","author"
"林植","林植","author"
"林汉达","林汉达","author"
"林焕平","林焕平","author"
"林谷","林谷","author"
"林辰","林辰","author"
"林陵蓉","林陵蓉","author"
"柏寒","柏寒","author"
"柏有仁","柏有仁","author"
"柏李可夫","柏李可夫","author"
"查免京","查免京","author"
"查斯拉夫基斯","查斯拉夫基斯","author"
"柯灵","柯灵","author"
"柯罗勃考夫","柯罗勃考夫","author"
"柯象峯","柯象峯","author"
"柯里翁诺夫","柯里翁诺夫","author"
"柳巴尔","柳巴尔","author"
"柳蕴","柳蕴","author"
"树柯元","树柯元","author"
"树鹃","树鹃","author"
"桑弧","桑弧","author"
"梁漱溟","梁漱溟","author"
"梁纯夫","梁纯夫","author"
"梅兰芳","梅兰芳","author"
"梅湜","梅湜","author"
"梧轩","梧轩","author"
"楚图南","楚图南","author"
"欧罗","欧罗","author"
"欧阳予倩","欧阳予倩","author"
"正非","正非","author"
"毅生","毅生","author"
"毕醒魂","毕醒魂","author"
"民语","民语","author"
"永先","永先","author"
"求思","求思","author"
"汝德","汝德","author"
"江同","江同","author"
"江煜","江煜","author"
"汤德臣","汤德臣","author"
"汤心仪","汤心仪","author"
"汪叔棣","汪叔棣","author"
"汪大煊","汪大煊","author"
"汪洋","汪洋","author"
"沈兹九","沈兹九","author"
"沈南乡","沈南乡","author"
"沈来秋","沈来秋","author"
"沈涛","沈涛","author"
"沈若谷","沈若谷","author"
"沈钧儒","沈钧儒","author"
"沙清泉","沙清泉","author"
"沙溪","沙溪","author"
"洛扬","洛扬","author"
"洛明","洛明","author"
"洪涛","洪涛","author"
"洪谦","洪谦","author"
"洪钧培","洪钧培","author"
"派夫劳夫","派夫劳夫","author"
"济之","济之","author"
"浩川","浩川","author"
"海密尔克","海密尔克","author"
"海魂","海魂","author"
"涵先","涵先","author"
"深公","深公","author"
"清涟","清涟","author"
"渠之","渠之","author"
"游牧","游牧","author"
"湘渔","湘渔","author"
"潘光旦","潘光旦","author"
"潘孑农","潘孑农","author"
"潘安业","潘安业","author"
"潘梓年","潘梓年","author"
"潘焕昆","潘焕昆","author"
"潘立桐","潘立桐","author"
"潮声","潮声","author"
"炎火","炎火","author"
"焦敏之","焦敏之","author"
"爱思金","爱思金","author"
"特戈尔","特戈尔","author"
"特罗扬诺夫斯基","特罗扬诺夫斯基","author"
"特莱宁","特莱宁","author"
"特鲁曼","特鲁曼","author"
"独郑步","独郑步","author"
"玉良","玉良","author"
"王__","王__","author"
"王善淳","王善淳","author"
"王子敬","王子敬","author"
"王季","王季","author"
"王少燕","王少燕","author"
"王文新","王文新","author"
"王正廷","王正廷","author"
"王沿津","王沿津","author"
"王琦","王琦","author"
"王申叔","王申叔","author"
"王碎若","王碎若","author"
"王绍鏊","王绍鏊","author"
"王若飞","王若飞","author"
"王赣愚","王赣愚","author"
"王铁华","王铁华","author"
"王铁猴","王铁猴","author"
"王集丛","王集丛","author"
"王雨桐","王雨桐","author"
"王龄希","王龄希","author"
"珂田","珂田","author"
"甘敏","甘敏","author"
"田宗","田宗","author"
"田汉","田汉","author"
"白英","白英","author"
"白鲁特","白鲁特","author"
"百辞","百辞","author"
"盛之","盛之","author"
"直心","直心","author"
"瞿荆洲","瞿荆洲","author"
"知廉","知廉","author"
"石城","石城","author"
"石如","石如","author"
"石梅","石梅","author"
"石渊","石渊","author"
"祝公健","祝公健","author"
"秉志","秉志","author"
"秋原","秋原","author"
"秋斯","秋斯","author"
"程仲文","程仲文","author"
"程力方","程力方","author"
"程及","程及","author"
"程启钧","程启钧","author"
"程国勳","程国勳","author"
"穆欣","穆欣","author"
"穆涛","穆涛","author"
"立垒","立垒","author"
"章乃器","章乃器","author"
"章伯钧","章伯钧","author"
"章榴","章榴","author"
"章锡琛","章锡琛","author"
"童世希","童世希","author"
"童润之","童润之","author"
"端木泉","端木泉","author"
"端森蕻良","端森蕻良","author"
"竹云龙","竹云龙","author"
"笪移今","笪移今","author"
"简樸","简樸","author"
"米尔让诺夫","米尔让诺夫","author"
"米希然","米希然","author"
"索科洛夫","索科洛夫","author"
"索罗金","索罗金","author"
"索非","索非","author"
"纪鲁","纪鲁","author"
"绀弩","绀弩","author"
"维歇鲁兴","维歇鲁兴","author"
"绿川英子","绿川英子","author"
"罗任一","罗任一","author"
"罗保吾","罗保吾","author"
"罗加正","罗加正","author"
"罗努生","罗努生","author"
"罗奇翁诺夫","罗奇翁诺夫","author"
"罗尔鲍","罗尔鲍","author"
"罗斯福","罗斯福","author"
"罗稷南","罗稷南","author"
"罗贝慈","罗贝慈","author"
"罗醒魂","罗醒魂","author"
"翁文灏","翁文灏","author"
"翁逸之","翁逸之","author"
"翦伯赞","翦伯赞","author"
"耀羣","耀羣","author"
"老圣","老圣","author"
"老舍","老舍","author"
"耿介怀","耿介怀","author"
"耿济之","耿济之","author"
"聂帕姆年亚斯基","聂帕姆年亚斯基","author"
"肇世","肇世","author"
"肯明斯","肯明斯","author"
"胡大庆","胡大庆","author"
"胡思濂","胡思濂","author"
"胡琳","胡琳","author"
"胡秋原","胡秋原","author"
"胡经纬","胡经纬","author"
"胡绳","胡绳","author"
"臧克家","臧克家","author"
"舒模","舒模","author"
"舒湮","舒湮","author"
"舜生","舜生","author"
"艾艾","艾艾","author"
"艾芜","艾芜","author"
"艾莤","艾莤","author"
"花西里","花西里","author"
"苏东","苏东","author"
"若愚","若愚","author"
"若霞","若霞","author"
"苦人","苦人","author"
"英文原","英文原","author"
"范樸斋","范樸斋","author"
"范蕙","范蕙","author"
"荃麟","荃麟","author"
"草草","草草","author"
"荒烟","荒烟","author"
"莊稼","莊稼","author"
"莫同尧","莫同尧","author"
"莫启欧","莫启欧","author"
"莫拉夫斯基","莫拉夫斯基","author"
"莫斯","莫斯","author"
"莫白水","莫白水","author"
"莫闻","莫闻","author"
"菲尔林格","菲尔林格","author"
"萧余","萧余","author"
"萧公权","萧公权","author"
"萧军","萧军","author"
"萧孝嵘","萧孝嵘","author"
"萧明","萧明","author"
"葛一虹","葛一虹","author"
"葛琴","葛琴","author"
"董君淮","董君淮","author"
"董浩","董浩","author"
"董渭川","董渭川","author"
"葭水","葭水","author"
"蒂托","蒂托","author"
"蒋介石","蒋介石","author"
"蒋千里","蒋千里","author"
"蒋旨昂","蒋旨昂","author"
"蒋畴余","蒋畴余","author"
"蒲作","蒲作","author"
"蒲岗","蒲岗","author"
"蓝光","蓝光","author"
"蓝夫","蓝夫","author"
"蔡乐生","蔡乐生","author"
"蔡楚生","蔡楚生","author"
"薛光前","薛光前","author"
"薛汕","薛汕","author"
"虞人平","虞人平","author"
"虞德林","虞德林","author"
"衍棣","衍棣","author"
"袁公为","袁公为","author"
"袁水拍","袁水拍","author"
"袁西华","袁西华","author"
"西蒙诺夫","西蒙诺夫","author"
"观察者","观察者","author"
"言复","言复","author"
"詹文涛","詹文涛","author"
"警予","警予","author"
"许傑","许傑","author"
"许声鹗","许声鹗","author"
"许寿裳","许寿裳","author"
"许杰","许杰","author"
"许癀平","许癀平","author"
"许若明","许若明","author"
"许超","许超","author"
"许霏","许霏","author"
"诸慧","诸慧","author"
"调孚","调孚","author"
"谢伽尔","谢伽尔","author"
"谢尚光","谢尚光","author"
"谷荣","谷荣","author"
"贝塞尔","贝塞尔","author"
"贝廖兹珂","贝廖兹珂","author"
"贞恒","贞恒","author"
"费哲","费哲","author"
"贺依","贺依","author"
"贺湄","贺湄","author"
"赛珍珠","赛珍珠","author"
"赛菲洛夫","赛菲洛夫","author"
"赫伦尼柯夫","赫伦尼柯夫","author"
"赵捷民","赵捷民","author"
"赵樸","赵樸","author"
"赵毅甫","赵毅甫","author"
"赵铭","赵铭","author"
"辛伯度","辛伯度","author"
"辛海","辛海","author"
"辛笛","辛笛","author"
"迈之","迈之","author"
"迟达诺夫","迟达诺夫","author"
"迦勃里洛维契","迦勃里洛维契","author"
"迦拉克季昂诺夫","迦拉克季昂诺夫","author"
"退知","退知","author"
"邓初氏","邓初氏","author"
"邵嘉陵","邵嘉陵","author"
"邵慎之","邵慎之","author"
"邵翰齐","邵翰齐","author"
"邹鲁","邹鲁","author"
"郑光昭","郑光昭","author"
"郑独步","郑独步","author"
"郭沬若","郭沬若","author"
"郭生","郭生","author"
"郭绍虞","郭绍虞","author"
"金向凡","金向凡","author"
"金枫","金枫","author"
"金端苓","金端苓","author"
"金风","金风","author"
"钟宣","钟宣","author"
"钟百频","钟百频","author"
"钱端升","钱端升","author"
"铁僧","铁僧","author"
"镜民","镜民","author"
"闻一多","闻一多","author"
"闻家駰","闻家駰","author"
"闻家驷","闻家驷","author"
"闾方","闾方","author"
"阳翰笙","阳翰笙","author"
"阿凌","阿凌","author"
"阿基莫夫","阿基莫夫","author"
"阿希敦","阿希敦","author"
"陆平","陆平","author"
"陆诒","陆诒","author"
"陆钦墀","陆钦墀","author"
"陆青","陆青","author"
"陈之骥","陈之骥","author"
"陈亦丹","陈亦丹","author"
"陈健夫","陈健夫","author"
"陈元良","陈元良","author"
"陈兆珂","陈兆珂","author"
"陈加","陈加","author"
"陈博生","陈博生","author"
"陈家康","陈家康","author"
"陈封雄","陈封雄","author"
"陈尚藩","陈尚藩","author"
"陈志中","陈志中","author"
"陈志忠","陈志忠","author"
"陈愿","陈愿","author"
